,paper_id,paper_title,prim_audience,abstract,session_item_index,room_name,session_name,session_id
390,6437.0,Evaluating the Financial Returns and Time Savings of Individual Kaizen Ideas in Manufacturing Organizations,Practitioner,"Kaizen, one of the pillars of lean offices and continuous improvement, has been critical to organizational efficiency. It is typically measured in cumulative gains and overall productivity across processes and teams. However, quantifying the specific return on investment (ROI) of individual Kaizen ideas in terms of both financial savings and time efficiency remains underexplored in both research and practice. This paper introduces an innovative approach to Kaizen by examining the financial and time-saving impacts of each improvement idea independently within an established internal tracking system. As a case study, one manufacturing organization’s data related to costs, time savings, and financial benefits associated with each Kaizen have been analyzed, allowing for precise ROI calculations for individual Kaizens. The analysis addresses the question of how small-scale, employee-driven improvements translate into measurable returns. The outcome offers insights into Kaizen's role in value and time efficiency generation at a granular level. It also highlights how even modest time investments can yield substantial value. This study provides leaders with quantitative data to encourage team participation in Kaizen submissions, thereby strengthening the continuous improvement culture within their organizations.",3,101 | Cobb Galleria Centre,Operational Excellence Session 6,116
391,5304.0,HOW TO DETERMINE THE BUSINESS OPERATIONAL IMPROVEMENT LEVERAGES AND ELIMINATE THEM,Practitioner,"The purpose of this paper is to help businesses to figure out where the business operations may have the most leverage and where they may have gaps. This requires a comprehensive assessment by using a practical and beneficial approach and technique for determining the best operational improvement leverages. By the help of this new analysis approach and technique, various dimensions of critical losses affecting improvement targets of the business can be determined clearly and in detail. Moreover, it helps identifying potential operational improvements. Afterwards, moving from real situation to envisioned (target), you should develop solution options in regard to elimination of designated leverages (for fully eliminating the causes of the problem). Accordingly, the potential aspects (with their value and volume drivers; and quantified present and desired situations) and costs of the recommended improvements for each determined problem as a whole or with its individual leverages should be delivered. The content of this paper was drawn from the conclusions obtained from different application environments of the subject issue and by the composition of the cause-and-effect relations of them.",4,101 | Cobb Galleria Centre,Operational Excellence Session 6,116
392,6657.0,Lean Manufacturing from an Environmental Engineering Perspective: A Green Lean Approach,Practitioner,"Green Lean manufacturing integrates environmentally sustainable practices into traditional manufacturing processes to optimize efficiency while minimizing environmental impact. This approach addresses a central challenge in manufacturing: balancing operational efficiency, energy savings, and environmental sustainability. Conventional manufacturing, though often optimized for productivity, can neglect the environmental consequences, including high resource consumption, pollution, and elevated carbon emissions. This project investigates the application of Green Lean principles in a metal hardware manufacturing facility, analyzing the potential for environmentally optimized practices within its main processes: die casting, punching and forming, drilling and machining, polishing, plating, assembly, and final packaging. A critical component of this study is Total Productive Maintenance (TPM), which is used as a framework to optimize equipment performance and reduce energy usage. Additionally, the project explores potential facility layout and routing modifications to improve material flow and minimize waste, enhancing both financial and environmental outcomes. The use of a microturbine for cogeneration of heat and power is also discussed as a significant method for reducing energy costs and environmental impact. The facility aims to improve productivity, boost energy efficiency, and lower its environmental footprint through these Green Lean strategies. By incorporating energy-saving practices, waste reduction techniques, and sustainable energy solutions, the facility not only maintains high manufacturing standards but also aligns with broader sustainability goals. This project illustrates the benefits and feasibility of integrating environmental engineering practices within Lean manufacturing to create a more sustainable, resource-efficient manufacturing environment.",1,101 | Cobb Galleria Centre,Operational Excellence Session 7,117
393,8861.0,"Modeling CONWIP, Kanban, and Input Limiting to Optimize Processes",Academician,"A simple Monte Carlo model of an arbitrary 5-station buffered process with variable inputs and process speeds is described. The model is exercised to demonstrate the behavior of the process with Constant Work in Progress (CONWIP), capacity-limited buffers (Kanban), and limited input (underloaded) process control strategies. The behavior of the model in each case is show to agree with existing literature. The cases are compared to each other and to approximate queue theory results. It is shown that, averaged over large times and many sample runs, the behavior of all approaches are similar and agree with queue theory predictions. The models are used to explore the trade-off between cycle time and throughput. A simple optimization strategy is proposed based on the Lean concept of value to the customer. It is found that an optimum is straightforward to calculate. Based on the agreement with queue theory, an optimum strategy for any of the three process control approaches can be calculate directly without needing to run the model again. It is also found that the optimums tend to be ""soft,"" justifying the use of heuristic or approximate methods to calculate them. On the other hand, the short term behavior (e.g on any given model run) is found to vary widely, pointing out a danger of reacting too quickly to random variations when considering active feedback mechanism. Finally, it is noted that the model is simple enough and easy enough to use that it makes a good educational tool.",2,101 | Cobb Galleria Centre,Operational Excellence Session 7,117
394,6779.0,Finding Preferred Automated Vehicle Driving Styles via Exposure to Various Types of Vehicle Behavior,Academician,"As automated vehicle (AV) technologies advance, drivers will become increasingly able to personalize their interactions with them. One aspect that drivers desire to customize is the driving style of AVs. While previous work suggests that personalization of AVs can enhance driver trust and satisfaction, little is known about how drivers perceive the behavior of AVs and the ways they wish to modify AV driving styles to match their preferences. This study defined four driving behaviors based on two factors: safety (cautious vs. risky) and efficiency (slow vs. fast) to understand how drivers find their preferred driving style. Thirty-two participants completed 10 trials and experienced one of four driving styles in a simulator: very cautious and slow, moderately cautious but fast, very fast and risky, or risky but slow. After each drive, participants provided feedback to the AV to either maintain or change its driving behavior. The success rate of executing this feedback was 80%, and participants could take over control of the vehicle at any time. Overall, drivers preferred a balanced driving style, avoiding too aggressive or too conservative behaviors. Additionally, driver takeover frequency increased when the AV adopted a more aggressive style consisting of high speed and risk. Finally, driver trust in the AV peaked at the balanced driving style, suggesting that neither overly conservative nor overly aggressive behavior maximized trust. These findings can contribute to the development of personalized AV driving style selection methods that prioritize safety and satisfaction.",1,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Automated Vehicle and Human Interaction,118
395,6517.0,Predict and Model Worker Trust for Automated Vehicles in Manufacturing Plants,Academician,"Automated Guided Vehicles (AGVs) have been deployed in numerous industrial settings, streamlining the transportation of parts for manufacturing processes. However, despite their prevalence, these vehicles typically operate separately from human workers due to a lack of trust issue. Therefore, to reach their full potential, AGVs must be assimilated into manufacturing landscapes with humans, where they can sense and respond to workers' trust. This study examined workers’ trust and behavior when interacting with AGVs. We considered three within-subject factors: AGV deceleration rate (0.1 or 0.7 m/s²), AGV approaching direction (N, NE, E, SE, S, SW, W, and NW), and user's expected crossing path (diagonal across an intersection or straight across). Then, a human subject study was conducted to collect behavioral data and self-reported trust levels from 46 participants acting as workers in a virtual reality-based manufacturing plant. For data collection, a VR headset, omnidirectional treadmill, and hand controllers were used to track eye gaze, participant movements, and hand positions, respectively. The data was then processed and analyzed to identify key factors that affect workers' trust. The results showed that an increase in users' deviation from their normal walking speed and expected crossing path corresponds to lower trust levels. Furthermore, an Analysis of Variance indicated that AGV approaching direction and expected crossing path significantly impacted the worker's trust toward AGVs. Finally, we built and evaluated several machine learning models to predict workers' trust. As a future direction, we aim to design trust-aware AGVs.",2,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Automated Vehicle and Human Interaction,118
396,8547.0,Data Acquisition and Processing for the Optimization of an Algorithm for Vehicle Safety Objective Rating Metrics and Injury Severity Prediction,Academician,"Objective Rating Metrics (ORMs), such as CORA (Correlation and Analysis), are commonly used to evaluate the similarity between matched time histories in crash testing. However, no standardized approach exists for using CORA leaving researchers to determine their own parameters and evaluation methods. This subjectivity highlights the need for an optimized, consistent approach to CORA analysis. The goal of this research is to establish a systematic method for processing and analyzing CORA ORM in future studies. Matched time histories from ATDs (Anthropomorphic Test Devices) and PMHS (Post-Mortem Human Surrogates) were obtained from the NHTSA Biomechanics Database. Chest deflection and acceleration were the signals of interest. Injury risk predictions were also analyzed based on these features. Data underwent extensive preprocessing to ensure suitability for further analysis, with crash test reports manually filtered for relevant conditions such as impact site and human surrogate type. Data was compiled into an Excel spreadsheet containing test conditions, occupant details, instrumentation, and other relevant parameters. About 70 matched tests were identified with four to nine datasets per body region. The matched tests were then reorganized by body region into separate Excel workbooks. To automate the analysis and CORA ORM execution, MATLAB (R2024a) was used to develop functions for data truncation, normalization, and automation. The CORAPlus manual provided the basis for the default CORA parameters, with five additional parameter sets drawn from literature to optimize the analysis. This work lays the groundwork for a consistent algorithm linking ORM similarity scores to injury severity prediction for vehicle safety applications.",3,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Automated Vehicle and Human Interaction,118
397,8499.0,Is My Car My Teammate? A Novel Exploration into the Effects of Driver and Vehicle Availability on Teaming with Semi-Autonomous Vehicles,Academician,"Today’s advanced technologies carry more agency and autonomy in their actions, and the interactions between humans and advanced technologies are beginning to resemble more of a teaming relationship. As automated vehicles (AVs) become more intelligent, the concept of teaming with a semi-autonomous AV has gained considerable traction. However, few empirical studies exist that quantify the performance of an AV-(human) driver team. To contribute to the existing work in this area, the purpose of this study was to examine how the availability of both a vehicle and driver agent, or the unavailability of one agent, influenced teaming in driving. Fourteen participants drove a simulated semi-autonomous vehicle where the goals of the vehicle and driver varied. The vehicle’s individual goal was to manage the dynamic driving task. The driver’s individual goal was to complete a work-related document-editing task. Together, the vehicle would ask the driver about potential roadway dangers and the driver would respond to the vehicle’s queries. Their shared goals were to arrive to/from work safely and timely. Overall, introducing availability allowed for function allocations where drivers had individual goals separate from driving, leading drivers to acquire greater completion and higher accuracy on their work-related task when signaling their unavailability. When the vehicle was unavailable, 45% of the time drivers regained control of the vehicle. Drivers believed they were teaming most (79%) when the vehicle asked for their input. Study results provide initial insights into operationalizing the future vision of AVs where safety and driver productivity during commutes are maximized.",4,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Automated Vehicle and Human Interaction,118
398,5159.0,Influence of individual flexibility on the effectiveness of a lumbar-assist exoskeleton in reducing lumbar extensor muscle activity,,"Wearable passive lumbar-assist exoskeleton has emerged as an ergonomics intervention strategy to reduce the risk of low back disorders. While the exoskeleton has been extensively studied, the impact of individual flexibility on its effectiveness is unclear. This study aimed to explore the effects of individual torso flexibility on the effectiveness of a lumbar-assist exoskeleton in reducing erector spinae muscle activity. Fourteen participants, divided into two groups (high, low), were asked to maintain symmetric or asymmetric trunk flexion postures, including asymmetry (0°, 30°) and trunk flexion (20°, 40°, 60°), with and without an exoskeleton system. The erector spinae muscle activity in the contralateral (left) and ipsilateral (right) sides was captured using surface electromyography (EMG). The dependent variable was the reduction in normalized EMG of the erector spinae activity with the use of the exoskeleton. The results revealed a significant interaction between individual flexibility and trunk flexion angle on the contralateral side (p<0.001) and the ipsilateral side (p<0.05). This interaction indicates that the low-flexible group had increased effectiveness in reducing erector spinae activity as a function of trunk flexion angle, whereas the high-flexible group had less effectiveness at 60° trunk flexion than at 20°. Further analysis of the exoskeleton effect showed that the high-flexion group had a different flexion-relaxation response of erector spinae muscles in the investigated 60° trunk flexion postures with and without exoskeleton, resulting in reduced effectiveness. This reduced effectiveness may not lead to the benefit of exoskeleton use in mitigating muscle fatigue at prolonged deeper trunk flexion.",1,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Exoskeleton,119
399,5590.0,The Quasi-Stiffness Control Parameter and Soleus Muscle Activity Relationship During Powered Ankle Exoskeleton Walking,Academician,"Active exoskeletons are driven by controllers, but the precision required to assist humans efficiently is still unclear. Exoskeleton controllers store commands to aid people during walking, and changes in the exoskeleton control parameters, such as quasi-stiffness, can influence gait characteristics and muscle activation. Exoskeleton ankle quasi-stiffness is how much the exoskeleton ankle will rotate when the user moves their ankle and can be defined as the relationship between exoskeleton ankle torque and angle. This study evaluated the relationship between changes in quasi-stiffness coefficient and muscle activation. Twelve participants (6 female, 6 male, average age 23.08 ± 3.50) walked on a treadmill at 1.25 m/s while wearing a bilateral powered exoskeleton (Dephy ExoBoot) at seven quasi-stiffness values. Soleus surface electromyography (EMG) was collected. Since the exoskeleton assists during the stance phase of the gait cycle, data was analyzed during dorsiflexion (35-60% of the gait cycle). Mean peak values were calculated for torque and EMG as the peak value during dorsiflexion for each gait cycle, averaged across each quasi-stiffness value. A linear mixed-model regression model found an effect of mean peak torque on mean peak EMG. It was found as mean peak torque increases due to increased quasi-stiffness, mean peak soleus activity decreases. This result indicates that as an exoskeleton provides more assistance, through increasing the quasi-stiffness coefficient, users benefit from the exoskeleton assistance and reduce their soleus muscle activation. This information can aid the development of new co-adaptive controllers to ensure exoskeletons can enhance or assist user’s capabilities effectively.",2,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Exoskeleton,119
400,6887.0,EMG Analysis of Vertical Ladder Climbing for Active Knee-Based Exoskeleton Control,Academician,"Exoskeleton technology is gaining increasing attention in industrial applications, such as manufacturing facilities and construction sites. Active exoskeletons, equipped with power and motors, offer enhanced performance, providing workers with better protection from injury and improved productivity. However, most current products are primarily designed for repetitive tasks, limiting their adaptability in construction activities that require transitioning between various movement types. Vertical ladder climbing, a common task in construction, demands coordinated lower-limb muscle activation for stability and control, especially as workers shift between climbing, standing, and walking phases. This study examines muscle activation patterns using electromyography (EMG) data during standing, walking, and vertical ladder climbing to establish baseline comparisons for transition movements. EMG data were collected bilaterally from the Biceps Femoris Caput Longus, Tibialis Anterior, and Gastrocnemius Medialis muscles as participants climbed vertical ladders using three movement patterns: alternating legs, right-leg dominant, and left-leg dominant. EMG signals were processed with a 20-450 Hz band-pass filter, and RMS values, normalized by Maximum Voluntary Contraction (MVC), were used to quantify activation intensity. Initial results indicate that phase-specific muscle activation remained consistent across different movement patterns, as shown by two-way ANOVA (Phase x Movement Pattern) with no significant interaction observed. However, certain muscles, such as the left Biceps Femoris Caput Longus, exhibited significantly higher activation during walking compared to climbing and descending (p < 0.001), while the Gastrocnemius Medialis in both legs showed significant differences when standing at the top of the ladder compared to standing at ground level (mean difference = 0.05, p < 0.002).",3,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Exoskeleton,119
401,6011.0,Evaluating Forecasting Model Accuracy in Predicting Fatigue Progression During Exoskeleton-Supported Tasks,Academician,"Predicting physiological demand trends can play a key role in designing effective health interventions. This study applied forecasting models to estimate the progression of fatigue levels during tasks assisted by an exoskeleton (EXO). Using data from nine participants performing intermittent 45° trunk flexion tasks with and without EXO support, we analyzed perceived fatigue and low-back muscle activity until moderate-to-high fatigue was reached. Two forecasting techniques, Autoregressive Integrated Moving Average (ARIMA) and Facebook Prophet, were utilized to model perceived fatigue levels independently, as well as with the added feature of muscle activity data. Results indicated that simpler, univariate models performed best, with the Prophet model yielding the lowest mean (SD) of root mean squared error (RMSE) across participants at 0.62 (0.24) for EXO-supported and 0.67 (0.29) for unsupported tasks. Temporal fatigue progression was further analyzed up to 20 trials, revealing a ~48–52% greater fatigue slope for tasks without EXO assistance. ARIMA (with muscle activity data) and Prophet showed median fatigue delay benefits of 54% and 43%, respectively. These findings highlight the potential of forecasting models to monitor workforce health, evaluate interventions, and support injury prevention strategies.",4,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Exoskeleton,119
402,6888.0,Isolating the Impact of Masked Perceptual Attacks on Attention in Mixed Reality,Academician,"Mixed Reality has redefined human-computer interaction through its ability to seamlessly integrate both spheres of physical and virtual reality. This has increased its application potential within the context of user training in various spaces, from aviation and automobile to healthcare and rehabilitation. However, the simultaneous comprehension of both realities and applied learned patterns may increase susceptibility to perceptual manipulation, steering users into performing unintended actions thus opening attentional and task performance vulnerabilities. This research aims to explore the interplay between task performance and attention allocation in Mixed Reality environments under perceptual mismatch conditions. We have designed a Mixed Reality setting with eye-tracking assistance that directs users through a set of incentive-driven tasks to assess their degree of attentional and behavioral alignment. Introducing mismatches in the SEEV ( Salience, Effort, Expectancy, Value ) model parameters within our environment design, we extract gaze patterns on pre-defined Areas of Interest (AOIs) in the setting to study attentional variations and the degree of reliance on learned patterns. With our approach, we build a confidence model aimed at improving user resilience to masked perceptual attacks, while drawing guidelines on specific aspects of Mixed Reality world design that impact perceptual awareness and information processing. The study aims to create an ethical framework that can be applied across a spectrum of applications, making for a secure user experience and increasing accessibility to Mixed Reality as a training platform through the optimization of world design, implementation and evaluation.",1,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Extended Reality Session 1,120
403,5071.0,Enhancing Manual Assembly: A Comparative Study of Mixed Reality and Paper-Based Instructions Assessing User Performance and Cognitive Load,Practitioner,"Objective This study evaluates mixed reality (MR) versus traditional paper-based instructions for manual assembly tasks, focusing on task performance, user experience, cognitive load, and simulation sickness. Background Assembly tasks in various industries often rely on paper-based instructions, which can be hard to interpret and prone to errors. Mixed Reality (MR) technology provides interactive 3D cues, potentially reducing cognitive overload. Previous research on MR's impact on efficiency and usability has shown mixed results, indicating a need for further exploration. Method In a between-subjects design, 30 participants will be assigned to MR-based or paper-based instruction groups (15 each) to assemble a LEGO® Monster Truck. Both groups will use instructions designed with cognitive load theory (CLT) principles. The MR group will use a Meta Quest 3 headset with 3D instructions and visual cues, while the paper group will follow printed instructions. Key measures include task performance (completion time and error rate), cognitive load (NASA-TLX), user perception, and usability ratings. ANOVA will be used to analyze and validate the results. Results We hypothesize that participants using MR-based instructions will show faster or similar task completion times, with fewer errors, experience lower cognitive load, report reduced simulation sickness, and demonstrate higher satisfaction than those using paper-based instructions. Conclusion This study investigates the potential of MR technology to enhance task accuracy and user experience in assembly tasks. Application The findings aim to guide the development of MR-based instructional systems in manufacturing and construction, supporting improved efficiency, accuracy, and user comfort in these sectors.",2,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Extended Reality Session 1,120
404,6416.0,"Comparative Study of Text, Video, and Virtual Reality Training for Electric Vehicle Emergency Reponse",,"As the number of electric vehicles (EVs) increases, so does the frequency of related emergencies. More advanced and specialized training for first responders is essential to enhance preparedness, reduce risk, and ensure safety. Traditional text-based training, while informative, often lacks clarity. Video-based methods add visual context, but they still fail to provide an immersive, hands-on experience essential for muscle memory in emergency situations. By comparison, virtual reality (VR) offers a promising solution, providing an engaging, realistic training experience. However, it remains uncertain how different training formats impact learning effectiveness, particularly in high-stress emergency contexts. To address this, we developed a VR system for EV emergency response training and conducted a between-subject experiment (N=36), comparing the effectiveness of three training formats: text-based, video-based, and VR-based (12 participants per group). Results indicated that while VR had the second-highest test scores among the groups, it provided more consistent and stable learning outcomes across participants. This consistency highlights VR’s potential as a reliable format for complex, skill-based training scenarios. Moreover, qualitative feedback showed high acceptance and preference for VR-based training. These findings suggest VR’s potential as an effective, immersive, and widely accepted tool for enhancing the safety and efficiency of EV emergency response training in real-world applications.",3,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Extended Reality Session 1,120
405,5997.0,Impact of Variability of Haptic Feedback in Virtual Reality (VR) during Task Performance.,Practitioner,"Task performance is a significant focus within the Human-Computer Interaction (HCI) domain, particularly with the advent of technologies like Virtual Reality (VR). Understanding how individuals leverage VR for productive task execution is crucial as researchers continually seek ways to optimize human performance in digital spaces. Various studies have delved into factors influencing human performance in VR settings, including the engagement of primary senses - visual, auditory, and tactile (haptic). However, a notable gap exists in understanding how the intensity and availability of haptic feedback via VR controllers impact users cognitively during task performance. This research project addresses factors regarding the intensity and availability of haptic feedback, and how these factors interact to affect the completion of a VR puzzle task. The primary challenge lies in determining the most effective combination of haptic feedback to enhance user productivity and effectiveness. By tackling this challenge, users can achieve greater success in VR-based tasks, especially in less-than-ideal environments outside the lab. Addressing the research gap surrounding the utilization of varied haptic feedback intensities and availability via VR controllers is important to creating user experiences that are both more immersive and more effective. Such improvements can enhance engagement for VR users, particularly those performing in task-critical, cognitive-based applications. The findings from this research illustrated that participants demonstrated higher performance and reduced frustration when exposed to moderate and consistent haptic feedback. The study suggested that while haptics can be beneficial, their usage should be moderated to avoid overwhelming or discomforting users.",4,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Extended Reality Session 1,120
406,8727.0,Applying RASCI Tables to Communicate Allocation in Human-AI Agent Teams,Academician,"Traditional engineering design involves allocating functions to humans or machines, applying well known tools such as Fitts’ List. However, teaming often involves interdependent work in which teammates dynamically support each other as the situation demands. Thus, it is reasonable that the design of human- A rtificially I ntelligent (AI) Agents require the dynamic allocation of functions among AI agents and to human operators within human-AI Agent teams. This research discusses the fallacies of traditional function allocation which must be understood and avoided during human-AI Agent team design. We then discuss the understanding of work using a standard information processing model and application of a project management framework, referred to as R esponsibility, A ccountability, S upportability, C onsulting, and I nformation (RASCI) tables, to communicate static, and potentially dynamic, function allocation during the design of human-AI agent teams. This approach permits functions to be allocated among agents in human-AI agent teams, even when these teams include multiple human and AI agents. The paper will illustrate an approach for investigating and capturing the allocation in a Model-Based Systems Engineering framework. Furthermore, we will demonstrate the integration of the RASCI table and framework with a coactive design technique, referred to as Interdependence Analysis. The final approach illustrates the integration of these tools to support human-system interface design during the design of human-AI teams.",1,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Human and AI,121
407,5692.0,Teaming Humans with Generative AI for Two Simulated Medical Emergencies: An Experimental Study,Academician,"Despite rapid adoption of generative AI, current knowledge regarding its role as a teammate during safety-critical events such as medical emergency remains limited. Thus, this study examined processes of human-AI teaming in two medical emergencies, choking and bleeding. Especially, the current study compared human-human teaming (HHT) and human-AI (ChatGPT) teaming (HAT) in terms of task performance, team trust, self-efficacy, and perceived workload. A between-subject experiment was conducted for 57 participants (31 for HHT and 26 for HAT). Analysis of variance was conducted to identify differences between two teaming conditions. Dependent measures include task completion time, NASA TLX, Global Team Trust, and Generalized Self-Efficacy. Results show a significant main effect of task type on task completion time, namely, choking task took significantly shorter time than bleeding task ( F (1,55)=86.012, p <0.001). Also, participants in HAT completed both tasks faster than those in HHT ( F (1,55)=4.774, p =0.033). Results show a significant interaction effect between task and teammate type on NASA TLX ( F (1,53)=9.594, p =0.003). Participants' team trust was significant lower on AI teammate than on human teammate ( F (1,54)=10.955, p =0.002). No significant effect was found for teammate type on Generalized Self-Efficacy ( F (1,55)=3.811, p =0.056). Findings indicate that AI provided effective support for medical emergency without increasing workload and lowering self-efficacy. Despite benefits of AI for task performance, lower trust on AI warrants further investigations on other factors that influence human trust on AI.",2,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Human and AI,121
408,6899.0,Trust Calibration in AI: The Role of Transparency and User Performance,Academician,"A pilot study was conducted to investigate whether trust and reliability in an object detection system could be predicted by factors related to system transparency, user performance, and familiarity with AI technology. We examined the impact of perceived transparency—measured by the total number of clicks to access more information about how the system works and time spent on task—alongside the number of correct responses, AI knowledge, object detection AI familiarity, and perception of AI on users’ trust and reliability judgments. Twenty-seven undergraduate students interacted with an object detection system simulating AI functionality with varying interactive explainability. A multivariate analysis of variance (MANOVA) assessed the predictive value of these factors on trust and reliability outcomes. The omnibus MANOVA tests were insignificant for all predictors, indicating that the predictors did not collectively explain variance in trust and reliability. Correlational analysis revealed a significant negative correlation between accurately calibrated trust and the number of correct responses ( r = -0.45, p < .05), suggesting that as participants performed better, their trust was less accurately calibrated to the system’s performance. In other words, participants with higher accuracy tended to have trust levels that did not appropriately match the system's actual performance. Despite the limited sample size, these results highlight the need for further research to understand factors that influence trust in AI systems. Future studies with larger samples should investigate these dynamics to optimize explainability and foster appropriate levels of trust in such systems.",3,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Human and AI,121
409,6470.0,Assessing Cognitive Workload in Dentistry,Academician,"In dentistry, every decision, movement, and interaction can impact patient care and clinician well-being, making it one of the most cognitively demanding professions in healthcare. This study presents a systematic literature review of cognitive load measurement methods within the framework of cognitive ergonomics. It evaluates their applicability in dentistry, where these methods remain underexplored. The review identified a range of subjective and physiological methods used to measure cognitive workload, such as the NASA-TLX, heart rate variability (HRV), and electroencephalography (EEG). Research suggests that the subjective tools are widely used due to their ease of implementation, while physiological measures provide more precise, objective data on mental load. In addition to the literature review, a survey informed from the findings, as well as elements of the NASA-TLX was administered to practicing dentists to identify specific cognitive load stressors in dental practice. It focuses on the mental challenges they face, including task complexity, decision-making, mental fatigue, and the integration of new technologies caused during routine procedures. The findings highlight critical areas where ergonomic interventions could reduce cognitive strain and enhance overall performance in dentistry. This study positions dentistry within the cognitive ergonomics field, highlighting its’ unique demands and laying the groundwork for possible improvements in the industry.",1,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Cognitive Workload,122
410,6668.0,Cognitive Workload in Drone Operations: A Literature Review and Conceptual Framework,Academician,"The rapid advancement and increasing application of drone technology have raised concerns about the cognitive workload faced by operators, which can impact performance and safety. An extensive literature review was conducted on unmanned aerial vehicle (UAV) operation, operators’ workload assessment, and human factors issues. It identifies and synthesizes key factors that influence cognitive workload in drone operations and investigates the impact of cognitive workload on operator performance. The researchers propose a conceptual framework to guide future research aimed at reducing cognitive workload for drone operators, enhancing their efficiency and performance. The review categorizes influencing factors into working conditions (e.g., task complexity, number of drones, level of automation, environmental stressors) and individual operator characteristics (e.g., experience, demographics, personality traits, personal innovativeness). The cognitive workload during drone operation, caused by above mentioned factors, can be assessed through self-reporting mental workload surveys and objective measures for physiological stress. Finally, the framework examines the impact of cognitive workload on operator performance, focusing on key outcomes such as decision accuracy, response time, and situational awareness. This conceptual framework offers a structured approach to understanding the dynamics of cognitive workload in UAV operations, providing insights for developing human factors interventions that reduce workload and enhance operator effectiveness and safety in complex, high-risk environments.",2,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Cognitive Workload,122
411,6397.0,"Smart Sensors, Smarter Workplaces: Multi-Modal Cognitive Load Assessment in Industry 4.0",Academician,"Cognitive load assessment is essential in manufacturing, where complex, repetitive tasks on assembly lines can affect operator safety, mental health, and overall well-being. This study presents a multi-modal data fusion approach for assessing cognitive load in sequential assembly tasks. It combines physiological data from the Empatica E4 wearable device and off-the-shelf biometric sensors with subjective tools, including the NASA Task Load Index (NASA TLX), and behavioral metrics. Physiological data is collected while participants are performing tasks of varying complexity across different stations on a lab-based assembly line, enabling the collection of real data. Half of the participants receive paper-based instructions, while the other use photo-based instructions on tablets at each station. The Empatica E4 collects six different physiological metrics, including heart rate variability, electrodermal activity, and skin temperature, which are utilized to objectively quantify cognitive load. Subjective data are collected using the NASA TLX and additional questionnaires to assess perceived mental workload. Behavioral data, including task completion time and error rates, provide insights into the relationship between cognitive load and performance. One hypothesis suggests that photo-based instructions will reduce cognitive load by enhancing clarity and processing efficiency, leading to faster task completion and fewer errors. The primary contribution of this study is the assessment of cognitive load using multi-modal data, integrating both subjective and objective measures. Additional contributions include validating wearable sensor data in manufacturing settings and comparing the impact of different instructional formats on operator well-being. This research highlights the need to examine cognitive load to create human-centered workplaces.",3,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Cognitive Workload,122
412,6650.0,Application of Cognitive Load Theory in Designing Instructions for Assembly Tasks,Academician,"Assembly tasks often demand significant cognitive resources, as users must follow complex instructions while maintaining focus on accuracy and efficiency. Cognitive Load Theory (CLT) offers a framework for designing instructions that reduce mental load by structuring information in a user-friendly way. The objective of this study is to design assembly task instructions based on CLT principles to reduce cognitive workload. By focusing on CLT guidelines, this study aims to design an effective instructional framework that enhances user experience and minimizes cognitive workload. A LEGO model has been selected as the assembly task prototype for this study. This study has applied CLT principles, such as segmenting tasks, minimizing extraneous cognitive load, and using visual aids, to develop optimized assembly instructions. To evaluate the effectiveness of these instructions, we will conduct an experiment with 10 participants, assessing their cognitive workload using the NASA Task Load Index (NASA-TLX). We will compare NASA-TLX scores between participants following the standard instructions and those using the CLT-based instructions. We expect that the instructions designed with CLT principles will significantly reduce cognitive workload compared to standard instructions. By minimizing unnecessary mental demands, these optimized instructions aim to make the assembly process smoother and less mentally demanding for users. This study demonstrates the potential of CLT in designing user-centered assembly instructions. The findings could benefit both researchers and industry professionals by providing a framework for instructional design in various assembly contexts. This approach may improve assembly task efficiency and satisfaction.",4,112 | Cobb Galleria Centre,Human Factors & Ergonomics - Cognitive Workload,122
